Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
 [475] std::vector<unsigned char, std::allocator<unsigned char> >::size() const [731] std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>::tuple<void (*)(int, unsigned long long, bool), int&, unsigned long long&, bool&, true>(void (*&&)(int, unsigned long long, bool), int&, unsigned long long&, bool&) [32] std::remove_reference<std::pair<unsigned char*, unsigned long long>&>::type&& std::move<std::pair<unsigned char*, unsigned long long>&>(std::pair<unsigned char*, unsigned long long>&)
 [569] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_disjunct(char const*) const [776] std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>::tuple(std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&&) [627] std::remove_reference<std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&>::type&& std::move<std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&>(std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool>&)
 [530] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_is_local() const [732] std::tuple<std::thread::_State*, std::default_delete<std::thread::_State> >::tuple<std::thread::_State*, std::default_delete<std::thread::_State>, true>() [516] std::remove_reference<main::{lambda()#1}&>::type&& std::move<main::{lambda()#1}&>(std::remove_reference&&)
 [532] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_local_data() const [508] std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::time_point(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [767] std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<std::thread::id> >, std::is_move_constructible<std::thread::id>, std::is_move_assignable<std::thread::id> >::value, void>::type std::swap<std::thread::id>(std::thread::id&, std::thread::id&)
 [564] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_check_length(unsigned long, unsigned long, char const*) const [514] std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1l> > >::time_point(std::chrono::duration<long, std::ratio<1l, 1l> > const&) [906] std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*> >, std::is_move_constructible<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*>, std::is_move_assignable<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*> >::value, void>::type std::swap<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*>(boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*&, boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*&)
 [563] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_get_allocator() const [513] std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, long, std::ratio<1l, 1000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000l> > const&) [657] std::thread::_Invoker<std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> >&& std::forward<std::thread::_Invoker<std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> > >(std::remove_reference<std::thread::_Invoker<std::tuple<void (*)(int, unsigned long long, bool), int, unsigned long long, bool> > >::type&)
 [876] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::find(char, unsigned long) const [499] std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, long, std::ratio<1l, 1l> >(std::chrono::duration<long, std::ratio<1l, 1l> > const&) [598] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >&& std::forward<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::remove_reference<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::type&)
 [558] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::size() const [500] std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::value, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [786] void (*&&std::forward<void (*&&)(int, unsigned long long, bool)>(std::remove_reference<void (*&&)(int, unsigned long long, bool)>::type&))(int, unsigned long long, bool)
 [540] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::c_str() const [503] std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1l> > >::value, std::chrono::duration<long, std::ratio<1l, 1l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1l> >, long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [787] bool&& std::forward<bool&&>(std::remove_reference<bool&&>::type&)
 [571] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::length() const [733] std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1l> > >::value, std::chrono::duration<long, std::ratio<1l, 1l> > >::type std::chrono::duration_cast<std::chrono::duration<long, std::ratio<1l, 1l> >, long, std::ratio<1l, 1l> >(std::chrono::duration<long, std::ratio<1l, 1l> > const&) [768] int&& std::forward<int&&>(std::remove_reference<int&&>::type&)
 [520] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_data() const [734] std::chrono::duration_values<long>::zero() [793] unsigned long long&& std::forward<unsigned long long&&>(std::remove_reference<unsigned long long&&>::type&)
 [830] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::compare(char const*) const [50] std::enable_if<std::chrono::__is_duration<std::chrono::duration<long, std::ratio<1l, 1l> > >::value, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1l> > > >::type std::chrono::time_point_cast<std::chrono::duration<long, std::ratio<1l, 1l> >, std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [595] void (*&&std::forward<void (*)(int, unsigned long long, bool)>(std::remove_reference<void (*)(int, unsigned long long, bool)>::type&))(int, unsigned long long, bool)
 [568] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::capacity() const [497] std::chrono::duration<long, std::ratio<1l, 1000000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::ratio<1000000000l, 1l>, long, false, true>::__cast<long, std::ratio<1l, 1l> >(std::chrono::duration<long, std::ratio<1l, 1l> > const&) [842] boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > const& std::forward<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > const&>(std::remove_reference<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > const&>::type&)
 [565] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::max_size() const [511] std::chrono::duration<long, std::ratio<1l, 1000000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::ratio<1000l, 1l>, long, false, true>::__cast<long, std::ratio<1l, 1000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000l> > const&) [485] unsigned char*& std::forward<unsigned char*&>(std::remove_reference<unsigned char*&>::type&)
 [798] std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::operator[](unsigned long) const [496] std::chrono::duration<long, std::ratio<1l, 1000000000l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::ratio<1l, 1l>, long, true, true>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [597] bool& std::forward<bool&>(std::remove_reference<bool&>::type&)
 [877] std::allocator<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > >::allocator() [509] std::chrono::duration<long, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1l> >, std::ratio<1l, 1000000000l>, long, true, false>::__cast<long, std::ratio<1l, 1000000000l> >(std::chrono::duration<long, std::ratio<1l, 1000000000l> > const&) [618] int& std::forward<int&>(std::remove_reference<int&>::type&)
 [816] std::allocator<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > >::~allocator() [735] std::chrono::duration<long, std::ratio<1l, 1l> > std::chrono::__duration_cast_impl<std::chrono::duration<long, std::ratio<1l, 1l> >, std::ratio<1l, 1l>, long, true, true>::__cast<long, std::ratio<1l, 1l> >(std::chrono::duration<long, std::ratio<1l, 1l> > const&) [606] unsigned long long& std::forward<unsigned long long&>(std::remove_reference<unsigned long long&>::type&)
 [878] std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >::allocator() [505] std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, std::ratio<1l, 1000000l>, void>(std::chrono::duration<long, std::ratio<1l, 1000000l> > const&) [25] std::pair<unsigned char*, unsigned long long>&& std::forward<std::pair<unsigned char*, unsigned long long> >(std::remove_reference<std::pair<unsigned char*, unsigned long long> >::type&)
 [582] std::allocator<std::pair<unsigned char*, unsigned long long>*>::allocator<std::pair<unsigned char*, unsigned long long> >(std::allocator<std::pair<unsigned char*, unsigned long long> > const&) [489] std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, void>(long const&) [626] bool&& std::forward<bool>(std::remove_reference<bool>::type&)
 [583] std::allocator<std::pair<unsigned char*, unsigned long long>*>::~allocator() [495] std::chrono::duration<long, std::ratio<1l, 1000000000l> >::duration<long, std::ratio<1l, 1l>, void>(std::chrono::duration<long, std::ratio<1l, 1l> > const&) [624] int&& std::forward<int>(std::remove_reference<int>::type&)
 [879] std::allocator<std::_Rb_tree_node<std::pair<unsigned long long const, char*> > >::allocator() [507] std::chrono::duration<long, std::ratio<1l, 1000000l> >::duration<long, void>(long const&) [486] unsigned long long&& std::forward<unsigned long long>(std::remove_reference<unsigned long long>::type&)
 [693] std::allocator<std::pair<unsigned char*, unsigned long long> >::allocator() [736] std::chrono::duration<long, std::ratio<1l, 1l> >::zero() [662] void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
 [694] std::allocator<unsigned char>::allocator(std::allocator<unsigned char> const&) [515] std::chrono::duration<long, std::ratio<1l, 1l> >::duration<long, void>(long const&) [907] void std::_Destroy<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*, boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > >(boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*, boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<boost::io::detail::format_item<char, std::char_traits<char>, std::allocator<char> > >&)
 [695] std::allocator<unsigned char>::allocator() [737] bool std::chrono::operator<=<long, std::ratio<1l, 1l>, long, std::ratio<1l, 1l> >(std::chrono::duration<long, std::ratio<1l, 1l> > const&, std::chrono::duration<long, std::ratio<1l, 1l> > const&) [805] void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*)
 [696] std::allocator<unsigned char>::~allocator() [43] bool std::chrono::operator< <std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> >, std::chrono::duration<long, std::ratio<1l, 1000000000l> > >(std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&, std::chrono::time_point<std::chrono::_V2::system_clock, std::chrono::duration<long, std::ratio<1l, 1000000000l> > > const&) [806] void std::_Destroy<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >*, std::allocator<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >&)
